Status,Id,Refreshing,Runner,Baker,Counter,Regulator,Has Python,Has Whiteboard,Has Reached Balmers Peak,DNE,Type of Activity Id,Type of Movie Id,Type of GPU Id,Type of Laptop Id,Type of Toaster Id,Type of Deck Id,Type of Whale Id,Type of Star Id,Type of Dog Id
,121288,0,0,0,0,0,1,1,0,0,0.3,0.4,0.4,0.4,0.3,0.2,0.4,0.2,0.4
,121289,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121290,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.2,0.2,0.1,0.3,0.1
,121295,0,0,0,0,0,1,1,1,0,0.3,0.5,0.2,0.4,0.3,0.3,0.5,0.2,0.4
,121298,0,0,0,1,0,1,1,0,0,0.3,0.4,0.3,0.6,0.3,0.2,0.1,0.3,0.1
,121299,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
0,121300,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.4
,121302,0,0,0,1,0,0,0,0,0,0.3,0.2,0.2,0.5,0.3,0.3,0.5,0.3,0.4
,121305,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121306,0,1,0,0,0,0,1,0,0,0.3,0.4,0.3,0.3,0.3,0.2,0.1,0.2,0.1
0,121307,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.4,0.2,0.2,0.4
,121310,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121312,0,1,0,0,0,1,1,0,0,0.3,0.2,0.4,0.2,0.3,0.2,0.1,0.2,0.1
,121313,0,0,0,0,0,1,0,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.5,0.1,0.4
,121321,0,0,0,0,0,0,1,1,0,0.3,0.1,0.4,0.1,0.1,0.2,0.1,0.1,0.1
,121325,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121326,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121335,0,0,0,0,0,0,0,0,0,0.3,0.6,0.3,0.5,0.3,0.2,0.5,0.2,0.4
,121337,0,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121338,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.3,0.2,0.2,0.4,0.3,0.4
,121342,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121343,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.2,0.3,0.1,0.2,0.1
0,121344,1,0,0,0,0,1,1,1,0,0.3,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1
,121347,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121348,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.6,0.3,0.2,0.1,0.3,0.1
,121353,0,0,0,1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121354,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121355,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.1
,121356,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.2,0.4
,121359,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.4,0.3,0.3,0.3,0.2,0.4
1,121362,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.3,0.5,0.2,0.4
0,121364,0,0,0,0,0,1,1,0,0,0.3,0.6,0.4,0.3,0.3,0.2,0.4,0.2,0.4
,121365,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121371,0,0,0,0,0,1,0,0,0,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121374,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.1,0.3,0.1
,121375,0,0,0,0,0,1,1,1,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4
1,121376,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.3,0.4,0.2,0.4
,121377,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.1,0.2,0.1
,121378,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121379,0,0,0,1,0,1,1,0,0,0.3,0.5,0.4,0.4,0.3,0.3,0.1,0.2,0.1
,121380,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121382,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,121384,0,0,0,1,0,1,1,1,0,0.3,0.5,0.4,0.2,0.2,0.3,0.1,0.2,0.1
,121387,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4
,121388,1,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.1,0.3,0.1
,121392,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.4,0.3,0.3,0.3,0.3,0.4
,121393,0,1,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121394,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.3,0.1
0,121399,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.4,0.2,0.3,0.1,0.3,0.1
,121403,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,121410,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.1,0.3,0.1
1,121412,0,0,0,0,0,1,1,0,0,0.2,0.3,0.2,0.6,0.2,0.3,0.5,0.6,0.4
,121413,1,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121419,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.5,0.3,0.3,0.1,0.2,0.1
,121428,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.3
,121435,1,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,121442,0,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121445,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1
,121448,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.6,0.4,0.2,0.1,0.2,0.1
,121452,0,0,0,0,0,1,0,0,1,0.2,0.2,0.2,0.4,0.2,0.2,0.3,0.4,0.4
,121458,0,0,0,0,0,1,1,0,0,0.2,0.3,0.3,0.6,0.2,0.2,0.5,0.6,0.4
,121462,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.4,0.3,0.3,0.5,0.2,0.4
,121468,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121473,1,1,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.3,0.5,0.3,0.4
,121476,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121480,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.6,0.3,0.2,0.1,0.3,0.1
,121482,0,0,0,1,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.1,0.1,0.1
,121484,0,0,0,0,0,0,0,0,0,0.3,0.6,0.4,0.3,0.3,0.2,0.5,0.2,0.4
,121485,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.5,0.3,0.3,0.3,0.2,0.4
,121488,0,0,0,0,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
1,121492,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.4,0.3,0.2,0.2,0.4
,121493,0,0,0,0,0,1,1,1,0,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1
,121494,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
0,121495,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.3,0.3,0.3,0.1,0.2,0.1
0,121496,0,0,0,0,0,0,1,0,0,0.3,0.2,0.2,0.5,0.3,0.3,0.1,0.2,0.1
,121498,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121502,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121504,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121505,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4
,121514,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121518,0,1,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121519,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121521,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121529,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.3,0.3,0.3,0.2,0.4
,121534,0,1,0,0,0,0,0,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.4,0.2,0.4
,121538,0,0,0,0,0,1,1,0,0,0.3,0.6,0.4,0.2,0.2,0.3,0.3,0.2,0.4
,121540,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.3,0.2,0.3,0.1,0.2,0.1
,121546,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.3,0.5,0.2,0.4
,121548,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121552,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121554,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4
,121555,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121558,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.5,0.4,0.4
1,121560,0,1,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.4
,121562,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,121567,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.3,0.3,0.3,0.5,0.2,0.4
,121573,0,0,0,1,0,0,0,0,0,0.4,0.1,0.4,0.5,0.1,0.2,0.5,0.1,0.3
,121577,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121580,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1
,121581,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121582,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121583,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.2,0.5,0.1,0.4
,121584,0,0,0,0,0,1,0,1,0,0.3,0.2,0.3,0.5,0.3,0.3,0.1,0.2,0.1
,121585,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.3,0.3,0.2,0.5,0.2,0.4
,121586,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.3,0.5,0.1,0.4
,121587,0,0,0,1,0,1,1,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.1,0.1,0.1
,121590,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121591,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.3
,121596,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,121601,1,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.4,0.2,0.2,0.3,0.3,0.4
,121603,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121604,0,0,0,0,0,0,1,0,0,0.3,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,121607,0,0,0,0,0,0,1,1,0,0.4,0.1,0.5,0.3,0.1,0.3,0.1,0.1,0.1
,121609,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.4
,121612,0,0,0,0,0,1,0,1,0,0.3,0.5,0.4,0.3,0.2,0.2,0.4,0.2,0.4
,121625,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121627,0,0,0,1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121628,0,0,0,0,0,1,1,1,0,0.4,0.1,0.5,0.2,0.1,0.2,0.1,0.1,0.1
,121631,0,1,0,0,0,1,1,0,0,0.2,0.2,0.3,0.3,0.3,0.3,0.1,0.2,0.1
,121635,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121641,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.4,0.2,0.2,0.1,0.3,0.1
,121642,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121643,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.4,0.2,0.1,0.1,0.1
,121646,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.5,0.1,0.4
,121647,0,0,0,0,0,1,1,1,0,0.4,0.1,0.2,0.3,0.1,0.3,0.5,0.1,0.4
,121651,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121653,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121655,0,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121656,1,0,0,1,0,1,1,0,0,0.3,0.5,0.3,0.5,0.3,0.3,0.5,0.3,0.4
,121658,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.4,0.2,0.1,0.2,0.1
,121661,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.1
,121664,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121666,0,0,0,1,0,0,0,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,121670,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121671,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.1,0.1,0.1
,121676,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121679,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.1
,121689,0,0,0,0,0,0,0,0,0,0.3,0.6,0.2,0.3,0.3,0.3,0.1,0.2,0.1
,121691,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.2,0.3,0.5,0.4,0.4
,121696,0,0,0,0,0,1,1,0,0,0.3,0.2,0.4,0.4,0.3,0.2,0.1,0.2,0.1
,121697,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.2,0.2,0.3,0.1,0.2,0.1
,121700,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.5,0.3,0.4,0.3,0.3,0.4
,121702,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.3,0.1,0.3,0.2,0.1,0.3
,121703,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.5,0.2,0.4
,121704,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.2,0.2,0.2,0.1,0.2,0.1
,121706,0,0,0,0,0,0,0,0,0,0.4,0.1,0.4,0.3,0.1,0.2,0.1,0.1,0.1
,121712,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.4,0.3,0.2,0.2,0.3
,121713,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,0.3,0.2,0.4,0.2,0.4
,121715,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.4
,121717,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121724,0,0,0,1,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121742,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121746,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121747,0,0,0,0,0,1,1,0,0,0.3,0.5,0.5,0.5,0.3,0.2,0.1,0.2,0.1
,121753,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.2,0.1,0.3
,121757,0,1,0,0,0,1,1,1,0,0.3,0.6,0.5,0.3,0.2,0.3,0.1,0.3,0.1
,121760,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121763,0,0,0,1,0,0,1,0,0,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,121764,1,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.3,0.2,0.4
,121765,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,121767,0,0,0,0,0,1,0,1,1,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.1,0.4
,121770,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121771,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121776,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.3,0.3,0.3,0.1,0.2,0.1
,121777,0,1,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.5,0.1,0.4
,121781,0,0,0,1,0,0,1,0,0,0.4,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121782,0,0,0,0,0,1,1,1,0,0.3,0.4,0.5,0.2,0.3,0.2,0.5,0.2,0.4
,121784,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.2,0.1
,121794,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.4
,121795,0,0,0,1,0,1,1,0,0,0.3,0.5,0.2,0.5,0.3,0.3,0.4,0.3,0.4
,121797,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.4,0.3,0.2,0.5,0.2,0.4
,121799,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.4,0.3,0.2,0.1,0.2,0.1
1,121802,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.3,0.3,0.4
,121803,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121805,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.4,0.3,0.4
,121808,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.4,0.3,0.2,0.1,0.2,0.1
,121809,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,121811,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.5,0.3,0.3,0.1,0.2,0.1
1,121812,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121814,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,0.3
,121817,0,0,0,1,0,0,0,0,0,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.4
,121818,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.1
,121819,0,0,0,0,0,0,1,0,0,0.3,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.1
,121820,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.5,0.3,0.2,0.2,0.2,0.4
,121827,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,121829,0,0,0,0,0,1,1,1,0,0.3,0.5,0.2,0.3,0.3,0.3,0.1,0.2,0.1
,121832,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121837,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121838,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121841,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.5,0.2,0.4
,121845,0,0,0,0,0,1,1,0,1,0.3,0.5,0.3,0.2,0.2,0.2,0.3,0.5,0.3
,121846,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.3,0.5,0.2,0.4
,121848,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
0,121849,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.4,0.2,0.4
,121853,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,121855,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.2,0.5,0.2,0.4
1,121856,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.3,0.1,0.2,0.1
,121857,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.2,0.1,0.3,0.1,0.1,0.1
,121858,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121859,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121861,0,0,0,0,0,1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121863,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.3,0.3,0.1,0.1,0.3
,121868,0,0,0,0,0,1,1,0,1,0.4,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1
,121871,0,0,0,1,0,0,1,1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121874,0,0,0,0,0,1,1,1,0,0.3,0.3,0.3,0.3,0.3,0.3,0.1,0.2,0.1
,121876,0,0,0,0,0,1,0,0,1,0.2,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.3
1,121880,1,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.5,0.3,0.3,0.5,0.2,0.4
,121884,0,0,0,1,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,121886,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.3,0.3,0.2,0.5,0.2,0.4
,121888,0,0,0,1,1,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1
,121894,0,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.1,0.2,0.1
,121896,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,121897,1,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.4
,121900,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.3,0.3,0.2,0.1,0.2,0.1
,121905,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121907,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.3,0.5,0.1,0.4
,121910,1,0,0,1,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121914,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.6,0.1,0.2,0.1,0.1,0.1
,121920,0,0,0,0,0,0,0,0,0,0.3,0.6,0.2,0.4,0.2,0.3,0.1,0.5,0.1
,121922,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.6,0.3,0.2,0.1,0.2,0.1
,121923,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121925,0,0,0,0,0,1,1,1,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121928,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121932,0,0,0,0,0,1,0,0,1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.3
0,121942,0,0,0,0,0,1,0,0,1,0.1,0.1,0.5,0.1,0.2,0.2,0.1,0.1,0.3
,121953,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121956,0,0,0,0,0,1,0,0,0,0.2,0.1,0.3,0.2,0.3,0.2,0.2,0.2,0.4
,121961,0,0,0,1,0,0,1,0,0,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,121966,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121978,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,121980,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121982,0,0,0,0,0,1,1,1,0,0.2,0.2,0.2,0.4,0.3,0.2,0.1,0.2,0.1
,121985,1,0,0,1,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.5,0.3,0.4
,121987,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,121992,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.5,0.2,0.4
,121995,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,121999,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.2,0.1,0.3,0.1
,122004,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
